timestamp,class,score,formatted_time,sentiment,subcategory
33.1,Whale vocalization,0.8947249054908752,00:33,positive,singing
33.2,Whale vocalization,0.8964633941650391,00:33,positive,singing
33.300000000000004,Whale vocalization,0.9176429510116577,00:33,positive,singing
33.4,Whale vocalization,0.9380717277526855,00:33,positive,singing
33.5,Whale vocalization,1.0295255184173584,00:34,positive,singing
33.6,Whale vocalization,0.8365869522094727,00:34,positive,singing
33.7,Whale vocalization,0.5936167240142822,00:34,positive,singing
33.800000000000004,Whale vocalization,0.6124973297119141,00:34,positive,singing
33.9,Whale vocalization,0.8979325294494629,00:34,positive,singing
34.0,Whale vocalization,1.0145418643951416,00:34,positive,singing
34.1,Whale vocalization,0.9492330551147461,00:34,positive,singing
34.2,Whale vocalization,0.8334518074989319,00:34,positive,singing
34.300000000000004,Whale vocalization,0.7929491400718689,00:34,positive,singing
34.4,Whale vocalization,0.7805191278457642,00:34,positive,singing
34.5,Whale vocalization,0.7440309524536133,00:34,positive,singing
34.6,Whale vocalization,0.751140296459198,00:35,positive,singing
34.7,Whale vocalization,0.873639702796936,00:35,positive,singing
34.800000000000004,Whale vocalization,0.9826152920722961,00:35,positive,singing
34.9,Whale vocalization,0.9641761183738708,00:35,positive,singing
35.0,Whale vocalization,0.9670547842979431,00:35,positive,singing
35.1,Whale vocalization,0.9130337238311768,00:35,positive,singing
35.2,Whale vocalization,0.8637128472328186,00:35,positive,singing
35.300000000000004,Whale vocalization,0.821098804473877,00:35,positive,singing
35.4,Whale vocalization,0.8307631015777588,00:35,positive,singing
35.5,Whale vocalization,0.8243823647499084,00:36,positive,singing
35.6,Whale vocalization,0.8788171410560608,00:36,positive,singing
35.7,Whale vocalization,0.9291977286338806,00:36,positive,singing
35.800000000000004,Whale vocalization,0.9476277232170105,00:36,positive,singing
35.9,Whale vocalization,0.9346198439598083,00:36,positive,singing
36.0,Whale vocalization,0.9560906887054443,00:36,positive,singing
36.1,Whale vocalization,0.9564204812049866,00:36,positive,singing
36.2,Whale vocalization,0.9501027464866638,00:36,positive,singing
36.300000000000004,Whale vocalization,0.942187488079071,00:36,positive,singing
36.4,Whale vocalization,0.9347484707832336,00:36,positive,singing
36.5,Whale vocalization,0.9555124044418335,00:36,positive,singing
36.6,Whale vocalization,0.8572710752487183,00:37,positive,singing
36.7,Whale vocalization,0.8016100525856018,00:37,positive,singing
36.800000000000004,Whale vocalization,0.8119922876358032,00:37,positive,singing
36.9,Whale vocalization,0.9319601058959961,00:37,positive,singing
37.0,Whale vocalization,0.9705623388290405,00:37,positive,singing
37.1,Whale vocalization,0.9206190705299377,00:37,positive,singing
37.2,Whale vocalization,0.8997619152069092,00:37,positive,singing
37.300000000000004,Whale vocalization,0.8826026916503906,00:37,positive,singing
37.4,Whale vocalization,0.9460764527320862,00:37,positive,singing
37.5,Whale vocalization,0.9568185806274414,00:38,positive,singing
37.6,Whale vocalization,0.9895451664924622,00:38,positive,singing
37.7,Whale vocalization,0.9775755405426025,00:38,positive,singing
37.800000000000004,Whale vocalization,0.9697020053863525,00:38,positive,singing
37.9,Whale vocalization,0.9349619746208191,00:38,positive,singing
38.0,Whale vocalization,0.9363817572593689,00:38,positive,singing
38.1,Whale vocalization,0.9261571168899536,00:38,positive,singing
38.2,Whale vocalization,0.9487048387527466,00:38,positive,singing
38.300000000000004,Whale vocalization,0.9574586749076843,00:38,positive,singing
38.400000000000006,Whale vocalization,0.9425678253173828,00:38,positive,singing
38.5,Whale vocalization,0.9319126009941101,00:38,positive,singing
38.6,Whale vocalization,0.9384278059005737,00:39,positive,singing
38.7,Whale vocalization,0.965360164642334,00:39,positive,singing
38.800000000000004,Whale vocalization,0.9280155301094055,00:39,positive,singing
38.900000000000006,Whale vocalization,0.942330539226532,00:39,positive,singing
39.0,Whale vocalization,0.9693450331687927,00:39,positive,singing
39.1,Whale vocalization,0.9976134300231934,00:39,positive,singing
39.2,Whale vocalization,0.9820429086685181,00:39,positive,singing
39.300000000000004,Whale vocalization,0.9762617945671082,00:39,positive,singing
39.400000000000006,Whale vocalization,0.9639907479286194,00:39,positive,singing
39.5,Whale vocalization,0.9635369777679443,00:40,positive,singing
39.6,Whale vocalization,0.9748940467834473,00:40,positive,singing
39.7,Whale vocalization,0.942762553691864,00:40,positive,singing
39.800000000000004,Whale vocalization,0.9154195785522461,00:40,positive,singing
39.900000000000006,Whale vocalization,0.9208717942237854,00:40,positive,singing
40.0,Whale vocalization,0.9758416414260864,00:40,positive,singing
40.1,Whale vocalization,0.9517179727554321,00:40,positive,singing
40.2,Whale vocalization,0.9242684841156006,00:40,positive,singing
40.300000000000004,Whale vocalization,0.922385573387146,00:40,positive,singing
40.400000000000006,Whale vocalization,0.9646305441856384,00:40,positive,singing
40.5,Whale vocalization,0.9926102757453918,00:40,positive,singing
40.6,Whale vocalization,1.0180027484893799,00:41,positive,singing
40.7,Whale vocalization,0.6421286463737488,00:41,positive,singing
40.800000000000004,Whale vocalization,0.3710896074771881,00:41,positive,singing
40.900000000000006,Whale vocalization,0.45291781425476074,00:41,positive,singing
41.0,Whale vocalization,0.8326765894889832,00:41,positive,singing
41.1,Whale vocalization,0.8337481617927551,00:41,positive,singing
41.2,Whale vocalization,0.6757115125656128,00:41,positive,singing
41.300000000000004,Whale vocalization,0.654762327671051,00:41,positive,singing
41.400000000000006,Whale vocalization,0.7755843997001648,00:41,positive,singing
41.5,Whale vocalization,0.889923632144928,00:42,positive,singing
